"","STATE","YEAR","CASES","RECIPIENTS","CHILDREN","ADULTS","POPULATION","RATE","UNEMPLOYMENT","BELOW.POV","GDP","MEDIAN.INCOME","INC.LIM.1","INC.LIM.13","AFDC.LIM.1","AFDC.LIM.13","LIM.CHANGE.1","LIM.CHANGE.13","HR.100","WAIT.30","WRK.HIST","MO.24.RED","T.60","NO.T","T.LIM.YR","WORK.EXEMPT","W.E.DATE","SANC.1","SANC.DATE","WORK.REQ.97","BEN.97","BEN.96","FAM.CAP","INC.LIM.1quint","LIM.CHANGE.1quint","BEN.CHANGE","JOBS.WAIVER","SACTIONS.WAIVER","TERMINATION.WAIVER","WORK.REQ","GDP.K","BELOW.POV.RATE","R.SCORE","W.SCORE","MED.INC.K"
"1","ALABAMA",1990,45571,130531,93037,37493,4050055,3.2229439,6.8,779000,71610,44991,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,71.61,0.192343066946004,"1","1",44.991
"2","ALABAMA",1991,48412,137888,97839,40048,4099156,3.3638144,7.3,786000,76043,45250,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,76.043,0.191746788851168,"1","1",45.25
"3","ALABAMA",1992,51033,141915,100878,41037,4154014,3.4163342,7.6,729000,81260,46803,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,81.26,0.175492908786538,"1","1",46.803
"4","ALABAMA",1993,51520,138465,99451,39013,4214202,3.2856754,7.3,725000,84563,44368,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,84.563,0.172037315724306,"1","1",44.368
"5","ALABAMA",1994,49578,129222,94110,35112,4260229,3.0332172,6.2,704000,90098,47123,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,90.098,0.165249332841028,"1","1",47.123
"6","ALABAMA",1995,44895,113971,84629,29342,4296800,2.6524623,6,882000,95819,43976,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,95.819,0.205269037423199,"1","1",43.976
"7","ALABAMA",1996,41303,101772,77144,24629,4331102,2.3497946,5.2,595000,100146,49940,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,100.146,0.137378431632411,"1","1",49.94
"8","ALABAMA",1997,NA,77096,NA,NA,4367935,1.7650446,5,665000,104812,51524,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,104.812,0.152245855306913,"1","1",51.524
"9","ALABAMA",1998,NA,54164,NA,NA,4404701,1.2296862,4.4,609000,110212,57723,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,110.212,0.138261371203176,"1","1",57.723
"10","ALABAMA",1999,NA,46786,NA,NA,4430141,1.0560838,4.7,668000,115680,56496,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,115.68,0.150785268459853,"1","1",56.496
"11","ALABAMA",2000,NA,45059,36200,8859,4452173,1.0120676,4.6,583000,119852,53395,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,119.852,0.130947292479425,"1","1",53.395
"12","ALABAMA",2001,NA,43510,34771,8739,4467634,0.9738936,5.1,696000,122916,51530,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,122.916,0.155787157139551,"1","1",51.53
"13","ALABAMA",2002,NA,42451,33757,8694,4480089,0.9475481,5.9,640000,127505,54255,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,127.505,0.142854304903318,"1","1",54.255
"14","ALABAMA",2003,NA,45541,35771,9770,4503491,1.0112377,6,663000,134153,52560,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,134.153,0.147219124008464,"1","1",52.56
"15","ALABAMA",2004,NA,45951,35904,10047,4530729,1.0142076,5.7,762000,147715,50317,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,147.715,0.16818485502002,"1","1",50.317
"16","ALABAMA",2005,NA,47056,36500,10555,4569805,1.0297157,4.5,750000,158847,49361,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,158.847,0.164120788523799,"1","1",49.361
"17","ALABAMA",2006,NA,44541,34668,9873,4628981,0.9622204,4,650000,166469,48843,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,166.469,0.140419673357916,"1","1",48.843
"18","ALABAMA",2007,NA,42176,32800,9376,4672840,0.9025774,4,662000,172975,52827,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,172.975,0.141669734037545,"1","1",52.827
"19","ALABAMA",2008,NA,40836,31659,9178,4718206,0.8654985,5.7,675000,174526,53602,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,174.526,0.143062850583463,"1","1",53.602
"20","ALABAMA",2009,NA,44997,34244,10753,4757938,0.9457248,11,770000,170931,48351,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,170.931,0.161834811634788,"1","1",48.351
"21","ALABAMA",2010,NA,53488,39723,13766,4785437,1.1177245,10.5,812000,177249,48701,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,177.249,0.169681473186252,"1","1",48.701
"22","ALABAMA",2011,NA,55973,41198,14775,4799069,1.1663304,9.6,732000,183917,49123,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,183.917,0.152529584383971,"1","1",49.123
"23","ALABAMA",2012,NA,50691,37346,13345,4815588,1.052644,8,777000,189246,49092,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,189.246,0.161351012586625,"1","1",49.092
"24","ALABAMA",2013,NA,46161,34335,11826,4830081,0.9556983,7.2,891000,194787,52667,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,194.787,0.184468956110674,"1","1",52.667
"25","ALABAMA",2014,NA,38537,29111,9426,4841799,0.7959232,6.8,848000,197407,46272,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,197.407,0.175141512483273,"1","1",46.272
"26","ALABAMA",2015,NA,30087,23392,6694,4852347,0.6200505,6.1,784000,202372,48629,NA,210,370,250,NA,-40,0,0,0,0,0,0,"96","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,5,5,0,1,0,0,0,202.372,0.161571297353631,"1","1",48.629
"27","ALASKA",1990,7989,21282,13806,7476,553290,3.8464458,7.2,57000,25040,75697,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,25.04,0.103020116033183,"0","0",75.697
"28","ALASKA",1991,9817,28026,17579,10446,570193,4.9151778,8.5,62000,22282,75482,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,22.282,0.108735112496997,"0","0",75.482
"29","ALASKA",1992,11161,33106,20985,12121,588736,5.6232335,8.9,58000,22753,75808,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,22.753,0.0985161430590282,"0","0",75.808
"30","ALASKA",1993,12363,37078,23473,13605,599432,6.1855223,7.7,52000,23284,75941,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,23.284,0.0867487888534479,"0","0",75.941
"31","ALASKA",1994,12722,37798,23963,13834,603308,6.2651249,7.6,61000,23605,78609,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,23.605,0.101109217845611,"0","0",78.609
"32","ALASKA",1995,12230,36257,23207,13050,604412,5.9987227,7.3,45000,25449,81137,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,25.449,0.0744525257605739,"0","0",81.137
"33","ALASKA",1996,12366,36532,23433,13099,608569,6.0029348,7.6,54000,26737,86984,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,26.737,0.0887327484640197,"0","0",86.984
"34","ALASKA",1997,NA,34434,NA,NA,612968,5.6175853,7.1,56000,25811,77424,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,25.811,0.0913587658735856,"0","0",77.424
"35","ALASKA",1998,NA,29599,NA,NA,619932,4.7745559,6.3,60000,24228,80684,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,24.228,0.0967848086564333,"0","0",80.684
"36","ALASKA",1999,NA,24878,NA,NA,624779,3.981888,6.5,48000,24744,80099,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,24.744,0.076827166085928,"0","0",80.099
"37","ALASKA",2000,NA,20887,14088,6800,627963,3.3261514,6.4,47000,26807,79657,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,26.807,0.074845173999105,"0","0",79.657
"38","ALASKA",2001,NA,17192,11652,5540,633714,2.7128957,6.4,54000,28494,84071,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,28.494,0.0852119410333368,"0","0",84.071
"39","ALASKA",2002,NA,17219,11666,5553,642337,2.6806801,7.3,56000,29757,76145,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,29.757,0.0871816507534207,"0","0",76.145
"40","ALASKA",2003,NA,14749,9815,4684,648414,2.274627,7.8,62000,32038,73132,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,32.038,0.0956179231170209,"0","0",73.132
"41","ALASKA",2004,NA,13514,9195,4319,659286,2.0497933,7.5,59000,35302,75640,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,35.302,0.0894907521166838,"0","0",75.64
"42","ALASKA",2005,NA,11335,7724,3612,666946,1.6995379,6.9,66000,40357,74262,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,40.357,0.0989585363732596,"0","0",74.262
"43","ALASKA",2006,NA,9565,6595,2971,675302,1.4164033,6.6,58000,45094,72608,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,45.094,0.0858874992225701,"0","0",72.608
"44","ALASKA",2007,NA,8435,5842,2593,680300,1.2398942,6.3,51000,49584,78834,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,49.584,0.0749669263560194,"0","0",78.834
"45","ALASKA",2008,NA,7905,5509,2396,687455,1.1498934,6.7,55000,55122,77119,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,55.122,0.0800052367064026,"0","0",77.119
"46","ALASKA",2009,NA,8553,5933,2620,698895,1.223789,7.7,81000,49958,74503,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,49.958,0.1158972377825,"0","0",74.503
"47","ALASKA",2010,NA,9251,6349,2902,713910,1.2958216,7.9,87000,53332,68825,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,53.332,0.121864100516872,"0","0",68.825
"48","ALASKA",2011,NA,10196,6921,3276,722128,1.411938,7.6,83000,56896,66241,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,56.896,0.114938071920768,"0","0",66.241
"49","ALASKA",2012,NA,10149,6873,3276,730443,1.3894308,7.1,70000,58284,71889,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,58.284,0.0958322552204621,"0","0",71.889
"50","ALASKA",2013,NA,9464,6398,3065,737068,1.2840064,7,67000,57248,80661,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,57.248,0.0909007038699279,"0","0",80.661
"51","ALASKA",2014,NA,9274,6246,3029,736283,1.25957,6.9,82000,56485,74017,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,56.485,0.111370220417964,"0","0",74.017
"52","ALASKA",2015,NA,8335,5653,2682,737498,1.1301726,6.5,65000,51491,82066,1740,1560,1660,1120,80,440,0,0,0,0,0,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,5,4,0,0,0,0,0,51.491,0.0881358322327654,"0","0",82.066
"53","ARIZONA",1990,45545,130404,91114,39290,3684097,3.5396462,5.3,484000,70632,56292,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,70.632,0.131375476812907,"5","3",56.292
"54","ARIZONA",1991,55556,158902,110655,48247,3788576,4.1942408,5.9,532000,73358,57128,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,73.358,0.140422153336768,"5","3",57.128
"55","ARIZONA",1992,65457,185045,128777,56268,3915740,4.7256713,7.5,607000,82682,53241,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,82.682,0.155015399388111,"5","3",53.241
"56","ARIZONA",1993,71022,199153,135112,64042,4065440,4.8986826,6.4,615000,89300,53969,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,89.3,0.151275138730371,"5","3",53.969
"57","ARIZONA",1994,71895,199682,135600,64082,4245089,4.7038354,6.1,673000,100374,54222,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,100.374,0.158536134342531,"5","3",54.222
"58","ARIZONA",1995,67966,185282,126497,58785,4432499,4.1800799,5.3,7e+05,109906,52219,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,109.906,0.157924457512568,"5","3",52.219
"59","ARIZONA",1996,61844,166865,115204,51661,4586940,3.6378283,5.6,980000,119530,52140,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,119.53,0.213650058644761,"5","3",52.14
"60","ARIZONA",1997,NA,138683,NA,NA,4736990,2.9276608,4.6,797000,132281,52816,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,132.281,0.168250302407225,"5","3",52.816
"61","ARIZONA",1998,NA,100216,NA,NA,4883342,2.0522011,4.3,812000,143303,59034,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,143.303,0.166279568377558,"5","3",59.034
"62","ARIZONA",1999,NA,89097,NA,NA,5023823,1.77349,4.4,616000,155756,57655,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,155.756,0.122615784831591,"5","3",57.655
"63","ARIZONA",2000,NA,84458,64568,19890,5160586,1.6365971,4,607000,165111,59966,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,165.111,0.117622301033255,"5","3",59.966
"64","ARIZONA",2001,NA,85190,64949,20241,5273477,1.6154427,4.8,778000,171910,62587,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,171.91,0.147530746791917,"5","3",62.587
"65","ARIZONA",2002,NA,98826,73385,25442,5396255,1.8313812,6.1,735000,180522,57330,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,180.522,0.136205572197756,"5","3",57.33
"66","ARIZONA",2003,NA,116478,85197,31281,5510364,2.1137987,5.7,749000,193635,58077,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,193.635,0.135925684764201,"5","3",58.077
"67","ARIZONA",2004,NA,110941,81614,29327,5652404,1.9627224,5,830000,206541,60231,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,206.541,0.146840176321438,"5","3",60.231
"68","ARIZONA",2005,NA,95954,71331,24622,5839077,1.6433077,4.7,917000,227916,60116,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,227.916,0.157045368643024,"5","3",60.116
"69","ARIZONA",2006,NA,84036,63379,20657,6029141,1.3938304,4.2,902000,245957,60046,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,245.957,0.149606718436341,"5","3",60.046
"70","ARIZONA",2007,NA,77912,59056,18857,6167681,1.2632301,3.9,912000,261392,59089,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,261.392,0.147867569674891,"5","3",59.089
"71","ARIZONA",2008,NA,77831,58840,18991,6280362,1.2392757,6.2,1172000,262926,56540,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,262.926,0.186613446804499,"5","3",56.54
"72","ARIZONA",2009,NA,82757,62300,20457,6343154,1.3046664,9.9,1381000,246424,55316,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,246.424,0.217715035769272,"5","3",55.316
"73","ARIZONA",2010,NA,60299,44789,15510,6407172,0.9411172,10.4,1208000,251153,55795,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,251.153,0.188538718798247,"5","3",55.795
"74","ARIZONA",2011,NA,39937,28773,11164,6472643,0.6170122,9.5,1128000,260916,56080,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,260.916,0.174271931883158,"5","3",56.08
"75","ARIZONA",2012,NA,40262,28489,11773,6554978,0.6142202,8.3,1260000,271440,53135,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,271.44,0.192220324766918,"5","3",53.135
"76","ARIZONA",2013,NA,35310,25279,10031,6632764,0.5323572,7.7,1163000,278592,58556,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,278.592,0.175341682592657,"5","3",58.556
"77","ARIZONA",2014,NA,28180,20689,7490,6730413,0.4186964,6.8,1409000,287667,53906,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,287.667,0.209348222761367,"5","3",53.906
"78","ARIZONA",2015,NA,23522,17933,5589,6829676,0.3444087,6.1,1156000,299393,57085,590,590,640,440,-50,150,0,0,1,1,0,0,"96","12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,1,1,0,1,1,0,0,299.393,0.169261323670405,"5","3",57.085
"79","ARKANSAS",1990,25031,72103,51607,20495,2356586,3.059638,6.9,472000,38680,43891,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,38.68,0.200289741176431,"3","2",43.891
"80","ARKANSAS",1991,26322,75294,53688,21606,2383144,3.1594398,7.4,425000,41572,43556,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,41.572,0.178335845421007,"3","2",43.556
"81","ARKANSAS",1992,26760,74601,53068,21533,2415984,3.0878102,7.1,430000,45018,43310,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,45.018,0.177981311134511,"3","2",43.31
"82","ARKANSAS",1993,26483,71989,51328,20661,2456303,2.9307866,6.1,484000,47566,40754,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,47.566,0.197044094315726,"3","2",40.754
"83","ARKANSAS",1994,25733,68203,48726,19477,2494019,2.7346624,5.4,369000,51416,44297,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,51.416,0.147953965066024,"3","2",44.297
"84","ARKANSAS",1995,23796,61631,44396,17236,2535399,2.4308206,4.8,376000,54612,43676,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,54.612,0.148300129486523,"3","2",43.676
"85","ARKANSAS",1996,22414,57231,41295,15935,2572109,2.2250612,5.3,449000,57976,44701,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,57.976,0.174564919293856,"3","2",44.701
"86","ARKANSAS",1997,NA,49156,NA,NA,2601090,1.8898231,5.2,515000,59846,42205,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,59.846,0.197993917934404,"3","2",42.205
"87","ARKANSAS",1998,NA,32633,NA,NA,2626289,1.2425518,5.2,377000,62397,44033,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,62.397,0.143548558441207,"3","2",44.033
"88","ARKANSAS",1999,NA,29023,NA,NA,2651860,1.0944394,4.6,384000,66811,46258,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,66.811,0.144804024345177,"3","2",46.258
"89","ARKANSAS",2000,NA,28704,21542,7161,2678588,1.0716094,4.3,436000,68678,44763,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,68.678,0.162772326315208,"3","2",44.763
"90","ARKANSAS",2001,NA,27787,20761,7026,2691571,1.0323711,5,472000,70617,48861,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,70.617,0.175362269841665,"3","2",48.861
"91","ARKANSAS",2002,NA,27313,20265,7048,2705927,1.0093768,5.5,532000,74114,46729,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,74.114,0.196605451662221,"3","2",46.729
"92","ARKANSAS",2003,NA,24770,18411,6276,2724816,0.9090522,5.9,474000,78695,45149,560,560,430,290,130,270,0,0,0,0,1,0,"98","3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,1,4,0,1,0,0,0,78.695,0.173956700195536,"3","2",45.149
