"","X","STATE","YEAR","CASES","RECIPIENTS","CHILDREN","ADULTS","POPULATION","RATE","UNEMPLOYMENT","BELOW.POV","GDP","MEDIAN.INCOME","INC.LIM.1","INC.LIM.13","AFDC.LIM.1","AFDC.LIM.13","LIM.CHANGE.1","LIM.CHANGE.13","HR.100","WAIT.30","WRK.HIST","MO.24.RED","T.60","NO.T","T.LIM.YR","WORK.EXEMPT","W.E.DATE","SANC.1","SANC.DATE","WORK.REC.97","BEN.97","BEN.96","FAM.CAP","INC.LIM.1quint","LIM.CHANGE.1quint"
"1",1,"ALABAMA",1990,45571,130531,93037,37493,4050055,0.032229439,6.8,779000,71610,44991,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"2",2,"ALABAMA",1991,48412,137888,97839,40048,4099156,0.033638144,7.3,786000,76043,45250,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"3",3,"ALABAMA",1992,51033,141915,100878,41037,4154014,0.034163342,7.6,729000,81260,46803,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"4",4,"ALABAMA",1993,51520,138465,99451,39013,4214202,0.032856754,7.3,725000,84563,44368,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"5",5,"ALABAMA",1994,49578,129222,94110,35112,4260229,0.030332172,6.2,704000,90098,47123,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"6",6,"ALABAMA",1995,44895,113971,84629,29342,4296800,0.026524623,6,882000,95819,43976,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"7",7,"ALABAMA",1996,41303,101772,77144,24629,4331102,0.023497946,5.2,595000,100146,49940,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"8",8,"ALABAMA",1997,NA,77096,NA,NA,4367935,0.017650446,5,665000,104812,51524,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"9",9,"ALABAMA",1998,NA,54164,NA,NA,4404701,0.012296862,4.4,609000,110212,57723,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"10",10,"ALABAMA",1999,NA,46786,NA,NA,4430141,0.010560838,4.7,668000,115680,56496,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"11",11,"ALABAMA",2000,NA,45059,36200,8859,4452173,0.010120676,4.6,583000,119852,53395,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"12",12,"ALABAMA",2001,NA,43510,34771,8739,4467634,0.009738936,5.1,696000,122916,51530,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"13",13,"ALABAMA",2002,NA,42451,33757,8694,4480089,0.009475481,5.9,640000,127505,54255,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"14",14,"ALABAMA",2003,NA,45541,35771,9770,4503491,0.010112377,6,663000,134153,52560,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"15",15,"ALABAMA",2004,NA,45951,35904,10047,4530729,0.010142076,5.7,762000,147715,50317,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"16",16,"ALABAMA",2005,NA,47056,36500,10555,4569805,0.010297157,4.5,750000,158847,49361,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"17",17,"ALABAMA",2006,NA,44541,34668,9873,4628981,0.009622204,4,650000,166469,48843,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"18",18,"ALABAMA",2007,NA,42176,32800,9376,4672840,0.009025774,4,662000,172975,52827,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"19",19,"ALABAMA",2008,NA,40836,31659,9178,4718206,0.008654985,5.7,675000,174526,53602,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"20",20,"ALABAMA",2009,NA,44997,34244,10753,4757938,0.009457248,11,770000,170931,48351,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"21",21,"ALABAMA",2010,NA,53488,39723,13766,4785437,0.011177245,10.5,812000,177249,48701,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"22",22,"ALABAMA",2011,NA,55973,41198,14775,4799069,0.011663304,9.6,732000,183917,49123,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"23",23,"ALABAMA",2012,NA,50691,37346,13345,4815588,0.01052644,8,777000,189246,49092,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"24",24,"ALABAMA",2013,NA,46161,34335,11826,4830081,0.009556983,7.2,891000,194787,52667,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"25",25,"ALABAMA",2014,NA,38537,29111,9426,4841799,0.007959232,6.8,848000,197407,46272,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"26",26,"ALABAMA",2015,NA,30087,23392,6694,4852347,0.006200505,6.1,784000,202372,48629,NA,210,370,250,NA,-40,0,0,0,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",164,164,0,"5","5"
"27",27,"ALASKA",1990,7989,21282,13806,7476,553290,0.038464458,7.2,57000,25040,75697,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"28",28,"ALASKA",1991,9817,28026,17579,10446,570193,0.049151778,8.5,62000,22282,75482,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"29",29,"ALASKA",1992,11161,33106,20985,12121,588736,0.056232335,8.9,58000,22753,75808,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"30",30,"ALASKA",1993,12363,37078,23473,13605,599432,0.061855223,7.7,52000,23284,75941,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"31",31,"ALASKA",1994,12722,37798,23963,13834,603308,0.062651249,7.6,61000,23605,78609,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"32",32,"ALASKA",1995,12230,36257,23207,13050,604412,0.059987227,7.3,45000,25449,81137,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"33",33,"ALASKA",1996,12366,36532,23433,13099,608569,0.060029348,7.6,54000,26737,86984,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"34",34,"ALASKA",1997,NA,34434,NA,NA,612968,0.056175853,7.1,56000,25811,77424,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"35",35,"ALASKA",1998,NA,29599,NA,NA,619932,0.047745559,6.3,60000,24228,80684,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"36",36,"ALASKA",1999,NA,24878,NA,NA,624779,0.03981888,6.5,48000,24744,80099,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"37",37,"ALASKA",2000,NA,20887,14088,6800,627963,0.033261514,6.4,47000,26807,79657,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"38",38,"ALASKA",2001,NA,17192,11652,5540,633714,0.027128957,6.4,54000,28494,84071,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"39",39,"ALASKA",2002,NA,17219,11666,5553,642337,0.026806801,7.3,56000,29757,76145,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"40",40,"ALASKA",2003,NA,14749,9815,4684,648414,0.02274627,7.8,62000,32038,73132,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"41",41,"ALASKA",2004,NA,13514,9195,4319,659286,0.020497933,7.5,59000,35302,75640,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"42",42,"ALASKA",2005,NA,11335,7724,3612,666946,0.016995379,6.9,66000,40357,74262,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"43",43,"ALASKA",2006,NA,9565,6595,2971,675302,0.014164033,6.6,58000,45094,72608,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"44",44,"ALASKA",2007,NA,8435,5842,2593,680300,0.012398942,6.3,51000,49584,78834,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"45",45,"ALASKA",2008,NA,7905,5509,2396,687455,0.011498934,6.7,55000,55122,77119,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"46",46,"ALASKA",2009,NA,8553,5933,2620,698895,0.01223789,7.7,81000,49958,74503,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"47",47,"ALASKA",2010,NA,9251,6349,2902,713910,0.012958216,7.9,87000,53332,68825,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"48",48,"ALASKA",2011,NA,10196,6921,3276,722128,0.01411938,7.6,83000,56896,66241,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"49",49,"ALASKA",2012,NA,10149,6873,3276,730443,0.013894308,7.1,70000,58284,71889,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"50",50,"ALASKA",2013,NA,9464,6398,3065,737068,0.012840064,7,67000,57248,80661,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"51",51,"ALASKA",2014,NA,9274,6246,3029,736283,0.0125957,6.9,82000,56485,74017,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"52",52,"ALASKA",2015,NA,8335,5653,2682,737498,0.011301726,6.5,65000,51491,82066,1740,1560,1660,1120,80,440,0,0,0,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",923,923,0,"5","4"
"53",53,"ARIZONA",1990,45545,130404,91114,39290,3684097,0.035396462,5.3,484000,70632,56292,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"54",54,"ARIZONA",1991,55556,158902,110655,48247,3788576,0.041942408,5.9,532000,73358,57128,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"55",55,"ARIZONA",1992,65457,185045,128777,56268,3915740,0.047256713,7.5,607000,82682,53241,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"56",56,"ARIZONA",1993,71022,199153,135112,64042,4065440,0.048986826,6.4,615000,89300,53969,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"57",57,"ARIZONA",1994,71895,199682,135600,64082,4245089,0.047038354,6.1,673000,100374,54222,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"58",58,"ARIZONA",1995,67966,185282,126497,58785,4432499,0.041800799,5.3,7e+05,109906,52219,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"59",59,"ARIZONA",1996,61844,166865,115204,51661,4586940,0.036378283,5.6,980000,119530,52140,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"60",60,"ARIZONA",1997,NA,138683,NA,NA,4736990,0.029276608,4.6,797000,132281,52816,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"61",61,"ARIZONA",1998,NA,100216,NA,NA,4883342,0.020522011,4.3,812000,143303,59034,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"62",62,"ARIZONA",1999,NA,89097,NA,NA,5023823,0.0177349,4.4,616000,155756,57655,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"63",63,"ARIZONA",2000,NA,84458,64568,19890,5160586,0.016365971,4,607000,165111,59966,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"64",64,"ARIZONA",2001,NA,85190,64949,20241,5273477,0.016154427,4.8,778000,171910,62587,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"65",65,"ARIZONA",2002,NA,98826,73385,25442,5396255,0.018313812,6.1,735000,180522,57330,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"66",66,"ARIZONA",2003,NA,116478,85197,31281,5510364,0.021137987,5.7,749000,193635,58077,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"67",67,"ARIZONA",2004,NA,110941,81614,29327,5652404,0.019627224,5,830000,206541,60231,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"68",68,"ARIZONA",2005,NA,95954,71331,24622,5839077,0.016433077,4.7,917000,227916,60116,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"69",69,"ARIZONA",2006,NA,84036,63379,20657,6029141,0.013938304,4.2,902000,245957,60046,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"70",70,"ARIZONA",2007,NA,77912,59056,18857,6167681,0.012632301,3.9,912000,261392,59089,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"71",71,"ARIZONA",2008,NA,77831,58840,18991,6280362,0.012392757,6.2,1172000,262926,56540,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"72",72,"ARIZONA",2009,NA,82757,62300,20457,6343154,0.013046664,9.9,1381000,246424,55316,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"73",73,"ARIZONA",2010,NA,60299,44789,15510,6407172,0.009411172,10.4,1208000,251153,55795,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"74",74,"ARIZONA",2011,NA,39937,28773,11164,6472643,0.006170122,9.5,1128000,260916,56080,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"75",75,"ARIZONA",2012,NA,40262,28489,11773,6554978,0.006142202,8.3,1260000,271440,53135,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"76",76,"ARIZONA",2013,NA,35310,25279,10031,6632764,0.005323572,7.7,1163000,278592,58556,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"77",77,"ARIZONA",2014,NA,28180,20689,7490,6730413,0.004186964,6.8,1409000,287667,53906,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"78",78,"ARIZONA",2015,NA,23522,17933,5589,6829676,0.003444087,6.1,1156000,299393,57085,590,590,640,440,-50,150,0,0,1,1,0,0,96,"12","1/92 - 8/96","PARTIAL","AFTER 8/96","0",347,347,1,"1","1"
"79",79,"ARKANSAS",1990,25031,72103,51607,20495,2356586,0.03059638,6.9,472000,38680,43891,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"80",80,"ARKANSAS",1991,26322,75294,53688,21606,2383144,0.031594398,7.4,425000,41572,43556,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"81",81,"ARKANSAS",1992,26760,74601,53068,21533,2415984,0.030878102,7.1,430000,45018,43310,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"82",82,"ARKANSAS",1993,26483,71989,51328,20661,2456303,0.029307866,6.1,484000,47566,40754,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"83",83,"ARKANSAS",1994,25733,68203,48726,19477,2494019,0.027346624,5.4,369000,51416,44297,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"84",84,"ARKANSAS",1995,23796,61631,44396,17236,2535399,0.024308206,4.8,376000,54612,43676,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"85",85,"ARKANSAS",1996,22414,57231,41295,15935,2572109,0.022250612,5.3,449000,57976,44701,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"86",86,"ARKANSAS",1997,NA,49156,NA,NA,2601090,0.018898231,5.2,515000,59846,42205,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"87",87,"ARKANSAS",1998,NA,32633,NA,NA,2626289,0.012425518,5.2,377000,62397,44033,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"88",88,"ARKANSAS",1999,NA,29023,NA,NA,2651860,0.010944394,4.6,384000,66811,46258,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"89",89,"ARKANSAS",2000,NA,28704,21542,7161,2678588,0.010716094,4.3,436000,68678,44763,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"90",90,"ARKANSAS",2001,NA,27787,20761,7026,2691571,0.010323711,5,472000,70617,48861,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"91",91,"ARKANSAS",2002,NA,27313,20265,7048,2705927,0.010093768,5.5,532000,74114,46729,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"92",92,"ARKANSAS",2003,NA,24770,18411,6276,2724816,0.009090522,5.9,474000,78695,45149,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"93",93,"ARKANSAS",2004,NA,21401,16114,5286,2749686,0.007783071,5.7,412000,85200,48057,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"94",94,"ARKANSAS",2005,NA,18291,14093,4198,2781097,0.006576901,5.2,382000,90888,48707,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"95",95,"ARKANSAS",2006,NA,18313,13927,4386,2821761,0.006489919,5.2,487000,95875,47691,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"96",96,"ARKANSAS",2007,NA,19585,14592,4993,2848650,0.006875186,5.3,387000,98382,51054,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"97",97,"ARKANSAS",2008,NA,19110,14133,4977,2874554,0.006647988,5.5,431000,99707,47708,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"98",98,"ARKANSAS",2009,NA,19453,14137,5316,2896843,0.006715241,7.8,538000,97508,44189,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"99",99,"ARKANSAS",2010,NA,19259,13789,5469,2921964,0.006591115,8.2,440000,101486,45909,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"100",100,"ARKANSAS",2011,NA,18164,12941,5223,2940667,0.00617683,8.3,545000,105768,47638,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"101",101,"ARKANSAS",2012,NA,16871,12017,4854,2952164,0.005714791,7.6,584000,108492,44070,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"102",102,"ARKANSAS",2013,NA,15165,10869,4296,2959400,0.00512435,7.2,395000,113227,43825,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"103",103,"ARKANSAS",2014,NA,12878,9356,3522,2967392,0.004339838,6,532000,116139,49165,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"104",104,"ARKANSAS",2015,NA,10177,7500,2677,2978048,0.003417339,5,475000,117787,46760,560,560,430,290,130,270,0,0,0,0,1,0,98,"3","AFTER 8/96","FULL","AFTER 8/96","0",204,204,1,"1","4"
"105",105,"CALIFORNIA",1990,668558,1947419,1328031,619388,29959515,0.065001686,5.8,4128000,773460,64124,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"106",106,"CALIFORNIA",1991,752176,2169817,1494370,675447,30470736,0.071209865,7.7,4825000,790046,62568,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"107",107,"CALIFORNIA",1992,819227,2341342,1628512,712830,30974659,0.075588952,9.3,5197000,807358,63297,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"108",108,"CALIFORNIA",1993,873212,2511293,1731366,779927,31274928,0.080297323,9.5,5803000,826447,60272,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"109",109,"CALIFORNIA",1994,916019,2661010,1818293,842717,31484435,0.084518271,8.6,5658000,861360,61219,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"110",110,"CALIFORNIA",1995,915509,2674971,1831433,843539,31696582,0.084393043,7.9,5342000,911577,62618,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"111",111,"CALIFORNIA",1996,883929,2592547,1785407,807140,32018834,0.080969438,7.3,5472000,964186,63965,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"112",112,"CALIFORNIA",1997,NA,2318036,NA,NA,32486010,0.0713549,6.4,5459000,1071117,64035,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"113",113,"CALIFORNIA",1998,NA,1997709,NA,NA,32987675,0.060559254,5.9,5118000,1147520,65153,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
