"","X","STATE","YEAR","CASES","RECIPIENTS","CHILDREN","ADULTS","POPULATION","RATE","UNEMPLOYMENT","BELOW.POV","GDP","MEDIAN.INCOME","INC.LIM.1","INC.LIM.13","AFDC.LIM.1","AFDC.LIM.13","LIM.CHANGE.1","LIM.CHANGE.13","HR.100","WAIT.30","WRK.HIST","MO.24.RED","T.60","NO.T","T.LIM.YR","WORK.EXEMPT","W.E.DATE","SANC.1","SANC.DATE","WORK.REC.97","BEN.97","BEN.96","FAM.CAP","INC.LIM.1quint","LIM.CHANGE.1quint"
"951",951,"OREGON",2004,NA,43117,31981,11136,3569463,0.012079408,7.3,421000,135647,56313,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"952",952,"OREGON",2005,NA,43815,32471,11344,3613202,0.012126363,6.2,436000,143508,58673,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"953",953,"OREGON",2006,NA,41565,31016,10549,3670883,0.011322889,5.3,439000,153593,60605,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"954",954,"OREGON",2007,NA,41823,31080,10744,3722417,0.011235442,5.2,481000,159585,62869,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"955",955,"OREGON",2008,NA,42907,31648,11258,3768748,0.011384948,6.5,403000,164925,62341,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"956",956,"OREGON",2009,NA,57590,40679,16911,3808600,0.015121042,11.3,510000,159607,59379,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"957",957,"OREGON",2010,NA,72155,49763,22391,3837491,0.01880265,10.6,537000,164137,60204,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"958",958,"OREGON",2011,NA,79016,53544,25472,3872036,0.020406835,9.5,553000,170631,59430,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"959",959,"OREGON",2012,NA,68088,46343,21745,3899001,0.017462935,8.8,523000,174611,58479,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"960",960,"OREGON",2013,NA,59630,40673,18957,3922468,0.015202164,7.9,556000,179528,54536,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"961",961,"OREGON",2014,NA,54155,37343,16812,3963244,0.013664311,6.8,570000,188121,64436,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"962",962,"OREGON",2015,NA,43556,31001,12555,4015792,0.010846179,5.6,478000,200660,66466,620,620,620,550,0,70,0,0,0,0,1,0,96,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",460,460,0,"2","2"
"963",963,"PENNSYLVANIA",1990,180412,529034,351134,177899,11903299,0.044444317,5.5,1328000,245281,55870,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"964",964,"PENNSYLVANIA",1991,193889,573626,382170,191456,11982164,0.047873322,7,1340000,255163,56440,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"965",965,"PENNSYLVANIA",1992,201976,597613,399603,198010,12049450,0.049596704,7.6,1425000,269849,54191,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"966",966,"PENNSYLVANIA",1993,206413,610531,410214,200317,12119724,0.050374992,7,1598000,281704,54827,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"967",967,"PENNSYLVANIA",1994,210756,620118,417368,202750,12166050,0.050971186,6.3,1496000,296602,55562,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"968",968,"PENNSYLVANIA",1995,200884,582160,393463,188697,12198403,0.04772428,5.9,1464000,312989,58413,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"969",969,"PENNSYLVANIA",1996,185319,527214,357770,169444,12220464,0.043141897,5.4,1374000,325001,57516,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"970",970,"PENNSYLVANIA",1997,NA,437898,NA,NA,12227814,0.035811634,5.1,1337000,356988,60523,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"971",971,"PENNSYLVANIA",1998,NA,357684,NA,NA,12245672,0.029209014,4.6,1338000,373748,62098,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"972",972,"PENNSYLVANIA",1999,NA,282796,NA,NA,12263805,0.023059401,4.4,1117000,390917,58844,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"973",973,"PENNSYLVANIA",2000,NA,240903,177632,63270,12284173,0.019610844,4.1,1033000,409160,63573,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"974",974,"PENNSYLVANIA",2001,NA,213545,157360,56185,12298970,0.017362836,4.8,1158000,427109,63752,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"975",975,"PENNSYLVANIA",2002,NA,208509,153463,55046,12331031,0.016909292,5.6,1152000,440972,61318,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"976",976,"PENNSYLVANIA",2003,NA,213994,155887,58107,12374658,0.017292922,5.7,1279000,460271,60570,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"977",977,"PENNSYLVANIA",2004,NA,238581,170123,68458,12410722,0.019223781,5.4,1383000,487306,60588,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"978",978,"PENNSYLVANIA",2005,NA,254201,178971,75230,12449990,0.020417767,5,1372000,511731,61518,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"979",979,"PENNSYLVANIA",2006,NA,222873,159769,63104,12510809,0.017814436,4.6,1397000,531274,62388,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"980",980,"PENNSYLVANIA",2007,NA,145868,110634,35234,12563937,0.011610055,4.4,1273000,565832,60618,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"981",981,"PENNSYLVANIA",2008,NA,119823,90518,29305,12612285,0.009500499,5.3,1335000,588025,61949,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"982",982,"PENNSYLVANIA",2009,NA,118857,89898,28959,12666858,0.009383306,8,1376000,582145,58259,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"983",983,"PENNSYLVANIA",2010,NA,130397,97065,33332,12711160,0.010258466,8.5,1535000,604737,57482,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"984",984,"PENNSYLVANIA",2011,NA,162563,117897,44666,12745815,0.012754226,7.9,1604000,624820,57566,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"985",985,"PENNSYLVANIA",2012,NA,190267,135541,54727,12767118,0.014902894,7.8,1756000,647926,58625,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"986",986,"PENNSYLVANIA",2013,NA,176058,126547,49511,12776309,0.013780036,7.4,1432000,668569,61388,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"987",987,"PENNSYLVANIA",2014,NA,170919,122957,47962,12788313,0.01336525,5.9,1581000,694143,60385,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"988",988,"PENNSYLVANIA",2015,NA,157579,114167,43413,12784826,0.012325471,5.3,1542000,714203,65980,800,800,720,490,80,310,1,1,1,0,0,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",403,403,0,"3","4"
"989",989,"RHODE ISLAND",1990,17332,48075,31593,16483,1005995,0.047788508,6.3,71000,21664,61578,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"990",990,"RHODE ISLAND",1991,20136,56285,36838,19447,1010649,0.055691937,8.6,99000,21738,57312,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"991",991,"RHODE ISLAND",1992,21470,59876,39260,20616,1012581,0.05913206,8.9,119000,22665,55189,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"992",992,"RHODE ISLAND",1993,22379,62187,40789,21398,1015112,0.06126122,7.7,108000,23566,59274,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"993",993,"RHODE ISLAND",1994,22694,62905,41483,21421,1015960,0.061916808,6.9,99000,24354,55323,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"994",994,"RHODE ISLAND",1995,21889,60375,40134,20242,1017002,0.059365665,6.3,102000,25550,59826,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"995",995,"RHODE ISLAND",1996,20905,57429,38474,18955,1020893,0.056253692,5.4,104000,26454,60956,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"996",996,"RHODE ISLAND",1997,NA,55286,NA,NA,1025353,0.053918992,5.1,120000,28929,56135,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"997",997,"RHODE ISLAND",1998,NA,53369,NA,NA,1031155,0.051756525,4.6,112000,30818,64758,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"998",998,"RHODE ISLAND",1999,NA,48891,NA,NA,1040402,0.046992413,4.2,103000,32267,66576,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"999",999,"RHODE ISLAND",2000,NA,44255,30501,13754,1050268,0.042136864,4.1,106000,34467,63604,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1000",1000,"RHODE ISLAND",2001,NA,40930,28389,12542,1057142,0.038717599,4.6,1e+05,35863,67011,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1001",1001,"RHODE ISLAND",2002,NA,38048,26516,11532,1065995,0.035692475,5,116000,37809,61201,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1002",1002,"RHODE ISLAND",2003,NA,34747,24244,10503,1071342,0.032433154,5.3,121000,39638,63079,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1003",1003,"RHODE ISLAND",2004,NA,30691,21427,9264,1074579,0.028560953,5.2,122000,42364,65848,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1004",1004,"RHODE ISLAND",2005,NA,26165,18273,7893,1067916,0.024500991,5,127000,44374,65749,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1005",1005,"RHODE ISLAND",2006,NA,22979,16121,6859,1063096,0.021615169,4.9,110000,47204,69157,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1006",1006,"RHODE ISLAND",2007,NA,19654,13918,5736,1057315,0.018588595,5.2,99000,47341,67843,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1007",1007,"RHODE ISLAND",2008,NA,19441,13709,5732,1055003,0.018427436,7.8,132000,47278,64165,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1008",1008,"RHODE ISLAND",2009,NA,19541,13354,6187,1053646,0.018546077,11,134000,47702,62446,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1009",1009,"RHODE ISLAND",2010,NA,16777,11488,5289,1053959,0.015918077,11.2,146000,49468,61419,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1010",1010,"RHODE ISLAND",2011,NA,15573,10706,4866,1053649,0.014780064,11,139000,50206,56555,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1011",1011,"RHODE ISLAND",2012,NA,15599,10635,4964,1054621,0.014791096,10.4,141000,51583,63324,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1012",1012,"RHODE ISLAND",2013,NA,14326,9834,4491,1055081,0.013578104,9.3,96000,53034,62687,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1013",1013,"RHODE ISLAND",2014,NA,12972,9048,3924,1055936,0.012284835,7.7,119000,54560,64171,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1014",1014,"RHODE ISLAND",2015,NA,11102,7903,3199,1056065,0.01051261,6,123000,56391,60858,1280,1280,950,640,330,640,0,0,0,0,0,1,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","24 mo",554,554,0,"5","5"
"1015",1015,"SOUTH CAROLINA",1990,39670,113097,81137,31960,3501155,0.032302769,4.8,548000,65157,55350,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1016",1016,"SOUTH CAROLINA",1991,46309,130653,93147,37506,3570404,0.036593338,6.1,582000,68000,51043,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1017",1017,"SOUTH CAROLINA",1992,50549,141182,100913,40269,3620464,0.038995554,6.7,697000,71848,50013,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1018",1018,"SOUTH CAROLINA",1993,53467,146280,105866,40414,3663314,0.039931057,7.3,678000,76158,46085,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1019",1019,"SOUTH CAROLINA",1994,51412,137496,100889,36606,3705397,0.037106955,6.2,501000,82062,51715,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1020",1020,"SOUTH CAROLINA",1995,48256,126534,94237,32297,3748582,0.033755164,5.2,744000,87248,49187,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1021",1021,"SOUTH CAROLINA",1996,44039,114709,85668,29041,3796200,0.030216796,5.8,482000,90755,57131,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1022",1022,"SOUTH CAROLINA",1997,NA,81944,NA,NA,3859696,0.021230688,4.6,5e+05,97425,55272,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1023",1023,"SOUTH CAROLINA",1998,NA,60110,NA,NA,3919235,0.015337177,3.8,527000,103456,52949,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1024",1024,"SOUTH CAROLINA",1999,NA,42018,NA,NA,3974682,0.010571412,4.3,445000,110242,56825,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1025",1025,"SOUTH CAROLINA",2000,NA,41559,31744,9815,4024223,0.010327211,3.8,441000,115321,56630,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1026",1026,"SOUTH CAROLINA",2001,NA,47522,35199,12323,4064995,0.011690543,5.2,603000,119478,55306,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1027",1027,"SOUTH CAROLINA",2002,NA,53709,38751,14959,4107795,0.013074898,5.8,568000,124864,54557,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1028",1028,"SOUTH CAROLINA",2003,NA,49786,36222,13563,4150297,0.011995768,6.9,516000,131566,54286,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1029",1029,"SOUTH CAROLINA",2004,NA,37312,28660,8652,4210921,0.008860769,6.8,615000,136982,53150,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1030",1030,"SOUTH CAROLINA",2005,NA,36090,27617,8472,4270150,0.008451694,6.7,626000,145404,53453,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1031",1031,"SOUTH CAROLINA",2006,NA,36038,27543,8495,4357847,0.00826968,6.4,474000,153648,50986,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1032",1032,"SOUTH CAROLINA",2007,NA,33615,26235,7381,4444110,0.007563944,5.7,617000,162746,55332,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1033",1033,"SOUTH CAROLINA",2008,NA,35066,27254,7813,4528996,0.007742555,6.8,624000,163886,50805,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1034",1034,"SOUTH CAROLINA",2009,NA,41081,31184,9897,4589872,0.008950359,11.2,618000,161814,49707,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1035",1035,"SOUTH CAROLINA",2010,NA,43768,32844,10924,4635649,0.009441612,11.2,773000,165860,49611,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1036",1036,"SOUTH CAROLINA",2011,NA,40274,30360,9914,4671994,0.008620302,10.6,874000,172075,46233,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1037",1037,"SOUTH CAROLINA",2012,NA,31069,24031,7037,4717354,0.006586107,9.2,779000,177618,50150,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1038",1038,"SOUTH CAROLINA",2013,NA,28236,21994,6242,4764080,0.005926853,7.6,904000,185009,48485,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1039",1039,"SOUTH CAROLINA",2014,NA,24709,19684,5025,4823617,0.005122505,6.5,788000,194353,49173,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1040",1040,"SOUTH CAROLINA",2015,NA,22879,18538,4341,4891938,0.004676879,6,683000,205817,50652,930,630,910,610,20,20,0,0,0,0,1,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",201,200,1,"3","3"
"1041",1041,"SOUTH DAKOTA",1990,6757,19182,13483,5699,697101,0.027516816,3.8,93000,12770,47329,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1042",1042,"SOUTH DAKOTA",1991,7099,20230,14211,6019,703669,0.028749313,3.5,96000,13736,45794,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1043",1043,"SOUTH DAKOTA",1992,7231,20346,14344,6002,712801,0.028543731,3.3,106000,14886,47621,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1044",1044,"SOUTH DAKOTA",1993,7162,19913,14096,5817,722159,0.02757426,3.4,102000,16104,49064,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1045",1045,"SOUTH DAKOTA",1994,6793,18689,13391,5297,730790,0.025573694,3.3,107000,17330,51519,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1046",1046,"SOUTH DAKOTA",1995,6177,16797,12183,4614,737925,0.022762476,3,103000,18054,50045,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1047",1047,"SOUTH DAKOTA",1996,5833,15759,11583,4176,742213,0.021232449,3.2,82000,19419,48661,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1048",1048,"SOUTH DAKOTA",1997,NA,12550,NA,NA,744223,0.016863225,2.9,117000,19031,47902,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1049",1049,"SOUTH DAKOTA",1998,NA,9609,NA,NA,746058,0.012879696,2.8,77000,20228,52184,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1050",1050,"SOUTH DAKOTA",1999,NA,7667,NA,NA,750412,0.010217054,2.7,55000,21079,55837,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1051",1051,"SOUTH DAKOTA",2000,NA,6656,5414,1242,755844,0.00880605,2.5,79000,22743,54979,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1052",1052,"SOUTH DAKOTA",2001,NA,6391,5216,1175,757972,0.00843171,3.1,62000,23412,58141,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1053",1053,"SOUTH DAKOTA",2002,NA,6587,5379,1208,760020,0.008666877,3.2,85000,26322,54645,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1054",1054,"SOUTH DAKOTA",2003,NA,6189,5102,1087,763729,0.00810366,3.5,95000,27216,55758,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1055",1055,"SOUTH DAKOTA",2004,NA,6001,5024,977,770396,0.0077895,3.7,102000,29271,56468,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1056",1056,"SOUTH DAKOTA",2005,NA,6072,5078,994,775493,0.007829858,3.8,90000,30997,57334,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1057",1057,"SOUTH DAKOTA",2006,NA,6130,5134,995,783033,0.007828533,3.1,82000,32364,58463,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1058",1058,"SOUTH DAKOTA",2007,NA,5972,5050,922,791623,0.007543995,2.8,74000,35073,58091,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
"1059",1059,"SOUTH DAKOTA",2008,NA,5939,5057,882,799124,0.007431888,3.1,104000,36603,62188,630,630,880,600,-250,30,1,0,1,0,0,0,96,"3","AFTER 8/96","PARTIAL","AFTER 8/96","2 mo",430,430,0,"2","1"
